"","product_id","flower","variety","days_to_germination","sowing","light_preference","soil_requirements","plant_spacing","hardiness_zones","harvest","uses","scientific_name","alternate_names","plant_height","soil","alternate_name","p_h","tips","transplant","direct_seed","dried","stem_length","scientific_names","vase_life","notes","pelleted_seed","direct_seed_recommended","fresh","note","cut_flowers","edible","soil_requirements_2","uses_2","growing_on","scientific_na_me","light_requirements","use","pods","edible_flowers","special_instructions","disease","note_in_hardiness_zones_9_10","planting_bulbs","storage_temperature","alternate_common_names","selection","store_bulbs_if_you_cant_plant_right_away","note_on_tulips_in_hardiness_zones_8_10","mulch","inspecting_your_bulbs","pests_and_diseases","x","light_preferences"
"90","1959","Cosmos","Double Click CranberriesCosmos Seed","7-10 days at 68-72°F (20-22°C). When planted outside, soil temperature must be above 60°F (16°C).","Direct seed: After last frost, once soil temperature is above 60°F (16°C), sow seed thinly in rows, barely covering the seeds. Thin when the first true leaves appear. Tall varieties may benefit from some wind protection. Transplant: Sow seed thinly, barely covering, 5-7 weeks before setting out. Keep soil moist until emergence. When the first true leaves appear transplant into larger containers. Harden off and transplant outdoors after the last frost.","Sun.","Any soil.","9-12"". Wider spacing creates stronger, thicker stems.","Annual.","Fresh: Harvest when petals on the first flower are just opening, but not yet flattened. Deadheading is required to have blooms all summer.","Excellent cut flowers. Beds, containers, and mass plantings.","Cosmos bipinnatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","3311","Cosmos","Double Click Bicolor VioletCosmos Seed","7-10 days at 68-72°F (20-22°C). When planted outside, soil temperature must be above 60°F (16°C).","Direct seed: After last frost, once soil temperature is above 60°F (16°C), sow seed thinly in rows, barely covering the seeds. Thin when the first true leaves appear. Tall varieties may benefit from some wind protection. Transplant: Sow seed thinly, barely covering, 5-7 weeks before setting out. Keep soil moist until emergence. When the first true leaves appear transplant into larger containers. Harden off and transplant outdoors after the last frost.","Sun.","Any soil.","9-12"". Wider spacing creates stronger, thicker stems.","Annual.","Fresh: Harvest when petals on the first flower are just opening, but not yet flattened. Deadheading is required to have blooms all summer.","Excellent cut flowers. Beds, containers, and mass plantings.","Cosmos bipinnatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","1960","Cosmos","Double Click Bicolor PinkCosmos Seed","7-10 days at 68-72°F (20-22°C). When planted outside, soil temperature must be above 60°F (16°C).","Direct seed: After last frost, once soil temperature is above 60°F (16°C), sow seed thinly in rows, barely covering the seeds. Thin when the first true leaves appear. Tall varieties may benefit from some wind protection. Transplant: Sow seed thinly, barely covering, 5-7 weeks before setting out. Keep soil moist until emergence. When the first true leaves appear transplant into larger containers. Harden off and transplant outdoors after the last frost.","Sun.","Any soil.","9-12"". Wider spacing creates stronger, thicker stems.","Annual.","Fresh: Harvest when petals on the first flower are just opening, but not yet flattened. Deadheading is required to have blooms all summer.","Excellent cut flowers. Beds, containers, and mass plantings.","Cosmos bipinnatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","1090","Cosmos","Sensation MixCosmos Seed","7-10 days at 68-72°F (20-22°C). When planted outside, soil temperature must be above 60°F (16°C).","Direct seed: After last frost, once soil temperature is above 60°F (16°C), sow seed thinly in rows, barely covering the seeds. Thin when the first true leaves appear. Tall varieties may benefit from some wind protection. Transplant: Sow seed thinly, barely covering, 5-7 weeks before setting out. Keep soil moist until emergence. When the first true leaves appear transplant into larger containers. Harden off and transplant outdoors after the last frost.","Sun.","Any soil.","9-12"". Wider spacing creates stronger, thicker stems.","Annual.","Fresh: Harvest when petals on the first flower are just opening, but not yet flattened. Deadheading is required to have blooms all summer.","Excellent cut flowers. Beds, containers, and mass plantings.","Cosmos bipinnatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","1101G","Cosmos","Sea ShellsOrganic Cosmos Seed","7-10 days at 68-72°F (20-22°C). When planted outside, soil temperature must be above 60°F (16°C).","Direct seed: After last frost, once soil temperature is above 60°F (16°C), sow seed thinly in rows, barely covering the seeds. Thin when the first true leaves appear. Tall varieties may benefit from some wind protection. Transplant: Sow seed thinly, barely covering, 5-7 weeks before setting out. Keep soil moist until emergence. When the first true leaves appear transplant into larger containers. Harden off and transplant outdoors after the last frost.","Sun.","Any soil.","9-12"". Wider spacing creates stronger, thicker stems.","Annual.","Fresh: Harvest when petals on the first flower are just opening, but not yet flattened. Deadheading is required to have blooms all summer.","Excellent cut flowers. Beds, containers, and mass plantings.","Cosmos bipinnatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","3353","Cosmos","Fizzy WhiteCosmos Seed","7-10 days at 68-72°F (20-22°C). When planted outside, soil temperature must be above 60°F (16°C).","Direct seed: After last frost, once soil temperature is above 60°F (16°C), sow seed thinly in rows, barely covering the seeds. Thin when the first true leaves appear. Tall varieties may benefit from some wind protection. Transplant: Sow seed thinly, barely covering, 5-7 weeks before setting out. Keep soil moist until emergence. When the first true leaves appear transplant into larger containers. Harden off and transplant outdoors after the last frost.","Sun.","Any soil.","9-12"". Wider spacing creates stronger, thicker stems.","Annual.","Fresh: Harvest when petals on the first flower are just opening, but not yet flattened. Deadheading is required to have blooms all summer.","Excellent cut flowers. Beds, containers, and mass plantings.","Cosmos bipinnatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","1101","Cosmos","Sea ShellsCosmos Seed","7-10 days at 68-72°F (20-22°C). When planted outside, soil temperature must be above 60°F (16°C).","Direct seed: After last frost, once soil temperature is above 60°F (16°C), sow seed thinly in rows, barely covering the seeds. Thin when the first true leaves appear. Tall varieties may benefit from some wind protection. Transplant: Sow seed thinly, barely covering, 5-7 weeks before setting out. Keep soil moist until emergence. When the first true leaves appear transplant into larger containers. Harden off and transplant outdoors after the last frost.","Sun.","Any soil.","9-12"". Wider spacing creates stronger, thicker stems.","Annual.","Fresh: Harvest when petals on the first flower are just opening, but not yet flattened. Deadheading is required to have blooms all summer.","Excellent cut flowers. Beds, containers, and mass plantings.","Cosmos bipinnatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","3718","Cosmos","Cupcakes MixCosmos Seed","7-10 days at 68-72°F (20-22°C). When planted outside, soil temperature must be above 60°F (16°C).","Direct seed: After last frost, once soil temperature is above 60°F (16°C), sow seed thinly in rows, barely covering the seeds. Thin when the first true leaves appear. Tall varieties may benefit from some wind protection. Transplant: Sow seed thinly, barely covering, 5-7 weeks before setting out. Keep soil moist until emergence. When the first true leaves appear transplant into larger containers. Harden off and transplant outdoors after the last frost.","Sun.","Any soil.","9-12"". Wider spacing creates stronger, thicker stems.","Annual.","Fresh: Harvest when petals on the first flower are just opening, but not yet flattened. Deadheading is required to have blooms all summer.","Excellent cut flowers. Beds, containers, and mass plantings.","Cosmos bipinnatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","1771G","Craspedia (Drumstick Flower)","Sun BallOrganic Craspedia Seed","14-18 days at 70-75°F (21-24°C).","Transplant (recommended): Sow 6-8 weeks before the last frost. Cover seeds lightly with vermiculite. Transplant into cell packs or larger containers when seedlings have their second set of true leaves. Harden off and transplant outside after last frost. Support may be needed to ensure straight stems.","Sun.","Average soil with good drainage.","12"".","Tender perennial in Zones 8-11.","Fresh or dried: When flower heads are fully open and uniformly golden. Hang to dry.","Excellent cut and dried flower. Beds, borders, and mass plantings.","Craspedia globosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","3399G","Cress, Ornamental","Persian CressOrganic Cress Seed","2-5 days at 55-65°F (13-18°C)","Direct seed (recommended) - Sow as soon as soil can be worked. Cover seeds with 1/4"" soil. Thin when first true leaves appear. Transplant - Sow 4-6 weeks before last frost. Sow into cell packs or larger containers. Harden off seedlings before transplanting outdoors. Support may be required.","Sun.","Average, well-drained soil.","2-6"".","Annual.","Fresh - Harvest fresh stems or when seed pods have matured. Dried - Harvest when seed pods have matured and hang to dry.",NA,NA,NA,"36-40"".",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lepidium sativum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","1931","Cynoglossum","Chinese Forget-Me-NotCynoglossum Seed","5-8 days at 65-70°F (18-21°C)","Transplant - Sow 3-4 weeks before last frost. Transplant out after last frost. Direct seed - Sow as soon as soil can be worked. Cover seeds lightly with soil as darkness is required for germination.","Sun/Part Shade.","Moderate to well-drained soil.","9-12"".","Annual.","1/2 the florets are open.","Cut flower, garden beds, and beneficial insect plantings.","Cynoglossum amabile",NA,"18-24"".",NA,"Chinese hound's tongue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","3397","Dahlia","Giant Hybrid MixDahlia Seed","3-5 days at 65-70°F (18-21°C)","Transplant (recommended) - Sow 4-5 weeks before last frost. Cover seed with growing medium and keep soil surface moist until emergence. When seedlings have true leaves, transplant into larger cell packs. To maintain healthy seedlings, do not allow plants to become root bound and do not disturb roots. Direct seed - After last frost when soil is 65–70°F/18–21°C, sow thinly, 2 seeds/ft, 1/4"" deep. Cover lightly but firmly. Keep surface moist until emergence. Thin to 9-12"" after first true leaves appear.","Sun.",NA,"9-12"".","Annual.","Before blooms are completely open.",NA,"Dahlia variabilis",NA,"40-60"".",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plants propagated from seeds will produce tubers that can be saved, stored and planted out the following spring. In the fall, after plants have died back but before the ground freezes, cut plants back to 2-4"" above the soil line and carefully dig tubers and remove excess soil. Let tubers cure for 1-3 days in warm location with some humidity, out of direct sunlight with ample air flow. Pack tubers in peat or vermiculite inside perforated plastic bags, boxes or crates.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","1968","Daucus (Queen Anne's Lace)","DaraDaucus Seed","12-16 days at 60-65°F (16-18°C)","Direct seed (recommended) - In early spring after last frost (sow in the fall in the South). Sow seed thinly in rows, covering lightly. Make 2-3 successive sowings, 2 weeks apart for a continuous summer harvest. Transplant - Sow 4-6 weeks before planting out. When first true leaves appear, transplant into larger containers. Harden off and transplant outdoors after last frost. Tips: chill seed at 40-45°F(5-8°C) for 1-2 weeks prior to sowing in the greenhouse. Cooler temperatures of 58-62°F(14-17°C) are best for seedling establishment. Support may be needed if grown in windy areas.","Sun.",NA,"3-12"".","Annual.","Harvesting before 80% of flowers are open tends to reduce the uptake of water and cause the flowers to wilt. Dried: When the flowers are fully open and with no hint of pollen shed.","Excellent cut flower. Backs of beds and borders.",NA,"Queen Anne's lace, false queen Anne's lace, ornamental carrot, wild carrot, lace flower, false bishop's weed, large bullwort, bishop's weed, toothpickweed","36-50"" May need support if exposed to windy areas.","Average, well-drained soil. Established plants will tolerate dry soils.",NA,NA,NA,NA,NA,NA,"12 -50"".","Ammi spp., Daucus spp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","1488","Delphinium","Magic Fountains MixDelphinium Seed","10-20 days at 65-70°F (18-21°C)","Transplant (recommended) - Sow 10-16 weeks before last frost. Support strongly advised. Cover seed lightly. Transplant into larger cell packs or 3-4"" containers 6-8 weeks after germination. Grow seedlings at 50-55°F (18-21°C) in the greenhouse or cold frames. Harden off and transplant outside after the last frost. Overhead irrigation is not advised. If growing in the greenhouse, transplant plugs into raised bed in August through September. Provide Hortonova (horizontal trellis) 12-18"" above the beds. Keep temperatures below 60°F (16°C), in a heated structure. Feed with a balanced fertilizer. Direct seeding is not recommended.","Sun/Part Shade.","Well-drained, fertile, slightly alkaline soil with plenty of organic matter. Fertilize lightly but frequently with a balanced fertilizer.","12-18"" if being grown as a perennial. 12"" apart if being grown as an annual.","Zones 3-7 A short-lived perennial, generally only lasting 3 seasons.","1/4 to 1/3 of flowers on stem are open. Place immediately in water.Plants boom again in late summer and early fall if cut back immediately after the first bloom.","Excellent cut flower. Well suited to perennial beds and borders.","Delphinium spp.",NA,"Varies. Providing support is strongly advised.",NA,"Candle larkspur",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","1136","Delphinium","Belladonna MixDelphinium Seed","10-20 days at 65-70°F (18-21°C)","Transplant (recommended) - Sow 10-16 weeks before last frost. Support strongly advised. Cover seed lightly. Transplant into larger cell packs or 3-4"" containers 6-8 weeks after germination. Grow seedlings at 50-55°F (18-21°C) in the greenhouse or cold frames. Harden off and transplant outside after the last frost. Overhead irrigation is not advised. If growing in the greenhouse, transplant plugs into raised bed in August through September. Provide Hortonova (horizontal trellis) 12-18"" above the beds. Keep temperatures below 60°F (16°C), in a heated structure. Feed with a balanced fertilizer. Direct seeding is not recommended.","Sun/Part Shade.","Well-drained, fertile, slightly alkaline soil with plenty of organic matter. Fertilize lightly but frequently with a balanced fertilizer.","12-18"" if being grown as a perennial. 12"" apart if being grown as an annual.","Zones 3-7 A short-lived perennial, generally only lasting 3 seasons.","1/4 to 1/3 of flowers on stem are open. Place immediately in water.Plants boom again in late summer and early fall if cut back immediately after the first bloom.","Excellent cut flower. Well suited to perennial beds and borders.","Delphinium spp.",NA,"Varies. Providing support is strongly advised.",NA,"Candle larkspur",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
